"solutionId","rootGroupId","rootMultiplicity","x","y","Gx","Gy","Gz","W1x","W1y","W1z","res2","res3","res4","res5","maxEq925Residual"
1,5,1,"0.05604395604395604395604395604395604395604","-0.04065934065934065934065934065934065934066","0.0559100967930470171862313818309","-0.0405622270851517575664815907401","0.997611531013191875283736420905","0.72048049858468329009239336149","-0.631654135745475761176892810074","-0.286218280259668704283279554565","0.e-60","0.e-60","0.e-60","0.e-60","0.e-60"
2,6,1,"0.299558502380212632419993974711386691757","-0.935398131383698242545820179921966375872","0.213714003423542880651331148967","-0.667341029763794885822649815823","0.71342993680842951447984009695","0.71824250794358870580197289","-0.147055825169699662374981940079","0.680075204713833573030510199025","0.e-59","0.e-59","0.e-59","0.e-58","0.e-58"
